,deaths,dateRep
5651,0,2020-03-04
7590,28,2020-03-04
13499,0,2020-03-04
3143,37,2020-03-04
5235,1,2020-03-04
12155,0,2020-03-05
6774,0,2020-03-05
7589,27,2020-03-05
3142,31,2020-03-05
5650,0,2020-03-05
4328,0,2020-03-05
1591,0,2020-03-05
2680,0,2020-03-05
5234,0,2020-03-05
13855,0,2020-03-05
2115,0,2020-03-05
13498,1,2020-03-05
14972,0,2020-03-05
15155,2,2020-03-05
13985,0,2020-03-05
10254,0,2020-03-05
7027,15,2020-03-05
7588,41,2020-03-06
7026,15,2020-03-06
2114,0,2020-03-06
15154,1,2020-03-06
4327,0,2020-03-06
5233,3,2020-03-06
13854,0,2020-03-06
1590,0,2020-03-06
14971,0,2020-03-06
3141,30,2020-03-06
6773,0,2020-03-06
10253,0,2020-03-06
12154,0,2020-03-06
13984,1,2020-03-06
5649,0,2020-03-06
2679,0,2020-03-06
13497,2,2020-03-06
7025,17,2020-03-07
11537,0,2020-03-07
5232,2,2020-03-07
12153,0,2020-03-07
2678,0,2020-03-07
13983,0,2020-03-07
1589,0,2020-03-07
3140,28,2020-03-07
7587,49,2020-03-07
5648,0,2020-03-07
15153,2,2020-03-07
13496,2,2020-03-07
14970,1,2020-03-07
6772,0,2020-03-07
10252,1,2020-03-07
2113,0,2020-03-07
13853,0,2020-03-07
14969,1,2020-03-08
2112,0,2020-03-08
5231,1,2020-03-08
10251,0,2020-03-08
7586,36,2020-03-08
5647,0,2020-03-08
2677,0,2020-03-08
12152,0,2020-03-08
13982,0,2020-03-08
13852,0,2020-03-08
15152,3,2020-03-08
7024,21,2020-03-08
3139,27,2020-03-08
6771,0,2020-03-08
1588,0,2020-03-08
13495,0,2020-03-08
5230,9,2020-03-09
13494,0,2020-03-09
11536,0,2020-03-09
1587,0,2020-03-09
7023,49,2020-03-09
13851,0,2020-03-09
9468,0,2020-03-09
7585,133,2020-03-09
14968,0,2020-03-09
2676,0,2020-03-09
13981,1,2020-03-09
12151,0,2020-03-09
4326,0,2020-03-09
15151,4,2020-03-09
3138,23,2020-03-09
2111,0,2020-03-09
5646,0,2020-03-09
10250,2,2020-03-09
7022,43,2020-03-10
4325,0,2020-03-10
5229,11,2020-03-10
12150,0,2020-03-10
2675,1,2020-03-10
11535,0,2020-03-10
10249,0,2020-03-10
3137,17,2020-03-10
1586,0,2020-03-10
2110,0,2020-03-10
7584,98,2020-03-10
13850,0,2020-03-10
14967,1,2020-03-10
13493,23,2020-03-10
15150,5,2020-03-10
13980,0,2020-03-10
5645,2,2020-03-10
6770,0,2020-03-10
10248,1,2020-03-11
3136,22,2020-03-11
12149,0,2020-03-11
5644,0,2020-03-11
13492,7,2020-03-11
15149,2,2020-03-11
13979,1,2020-03-11
2109,0,2020-03-11
14966,4,2020-03-11
7021,54,2020-03-11
4324,0,2020-03-11
13849,0,2020-03-11
2674,0,2020-03-11
11534,0,2020-03-11
7583,167,2020-03-11
6769,0,2020-03-11
5228,3,2020-03-11
1585,0,2020-03-11
2673,0,2020-03-12
7582,196,2020-03-12
5643,1,2020-03-12
14965,0,2020-03-12
13848,1,2020-03-12
1584,3,2020-03-12
11533,0,2020-03-12
7020,63,2020-03-12
15148,2,2020-03-12
13978,1,2020-03-12
14634,0,2020-03-12
13491,12,2020-03-12
9467,0,2020-03-12
6768,0,2020-03-12
3135,11,2020-03-12
12148,0,2020-03-12
5227,15,2020-03-12
10247,1,2020-03-12
2108,0,2020-03-12
10246,0,2020-03-13
13490,37,2020-03-13
13847,0,2020-03-13
1583,0,2020-03-13
11532,0,2020-03-13
12147,0,2020-03-13
14964,2,2020-03-13
2107,0,2020-03-13
6767,1,2020-03-13
5226,13,2020-03-13
3134,7,2020-03-13
9466,0,2020-03-13
13977,0,2020-03-13
14633,0,2020-03-13
5642,2,2020-03-13
7019,75,2020-03-13
7581,189,2020-03-13
2672,0,2020-03-13
15147,10,2020-03-13
9465,0,2020-03-14
15146,7,2020-03-14
13846,0,2020-03-14
11531,0,2020-03-14
13976,3,2020-03-14
13489,37,2020-03-14
6766,1,2020-03-14
14963,1,2020-03-14
1582,0,2020-03-14
12146,0,2020-03-14
7580,252,2020-03-14
2671,0,2020-03-14
5641,0,2020-03-14
7018,85,2020-03-14
4323,1,2020-03-14
10245,0,2020-03-14
3133,15,2020-03-14
5225,18,2020-03-14
2106,0,2020-03-14
13975,4,2020-03-15
7017,97,2020-03-15
15145,10,2020-03-15
5224,12,2020-03-15
2670,0,2020-03-15
2105,0,2020-03-15
14962,18,2020-03-15
1581,1,2020-03-15
4322,1,2020-03-15
9464,0,2020-03-15
10244,7,2020-03-15
11530,0,2020-03-15
6765,0,2020-03-15
7579,173,2020-03-15
3132,9,2020-03-15
5640,3,2020-03-15
12145,0,2020-03-15
13488,15,2020-03-15
13845,0,2020-03-15
3131,13,2020-03-16
9463,0,2020-03-16
11529,0,2020-03-16
5223,36,2020-03-16
15144,12,2020-03-16
13974,2,2020-03-16
14632,0,2020-03-16
2104,0,2020-03-16
10243,8,2020-03-16
1580,0,2020-03-16
4321,0,2020-03-16
13487,152,2020-03-16
13844,2,2020-03-16
6764,0,2020-03-16
7578,370,2020-03-16
5639,4,2020-03-16
7016,113,2020-03-16
12144,0,2020-03-16
2669,0,2020-03-16
14961,15,2020-03-16
1579,1,2020-03-17
12143,0,2020-03-17
15143,16,2020-03-17
2103,0,2020-03-17
5638,1,2020-03-17
9462,0,2020-03-17
2668,3,2020-03-17
11528,0,2020-03-17
7015,129,2020-03-17
14960,22,2020-03-17
3130,9,2020-03-17
5222,21,2020-03-17
13486,21,2020-03-17
10242,4,2020-03-17
4320,0,2020-03-17
6763,1,2020-03-17
7577,347,2020-03-17
13843,4,2020-03-17
13973,1,2020-03-17
14631,0,2020-03-17
13485,182,2020-03-18
15142,23,2020-03-18
3129,16,2020-03-18
1578,0,2020-03-18
14630,0,2020-03-18
13972,5,2020-03-18
7576,347,2020-03-18
13842,1,2020-03-18
12142,0,2020-03-18
14959,16,2020-03-18
9461,0,2020-03-18
7014,135,2020-03-18
5637,0,2020-03-18
5221,27,2020-03-18
2102,1,2020-03-18
10241,19,2020-03-18
4319,0,2020-03-18
11527,0,2020-03-18
6762,0,2020-03-18
2667,4,2020-03-18
5636,0,2020-03-19
4318,1,2020-03-19
11526,0,2020-03-19
9460,0,2020-03-19
7575,473,2020-03-19
12141,0,2020-03-19
3128,8,2020-03-19
14629,1,2020-03-19
5220,69,2020-03-19
13841,2,2020-03-19
2101,3,2020-03-19
13484,107,2020-03-19
2666,1,2020-03-19
14958,34,2020-03-19
7013,147,2020-03-19
1577,9,2020-03-19
10240,15,2020-03-19
15141,42,2020-03-19
6761,0,2020-03-19
13971,2,2020-03-19
2100,2,2020-03-20
14628,3,2020-03-20
9459,0,2020-03-20
11525,2,2020-03-20
2665,1,2020-03-20
14957,43,2020-03-20
7012,149,2020-03-20
15140,0,2020-03-20
13970,12,2020-03-20
5219,128,2020-03-20
13840,0,2020-03-20
7574,429,2020-03-20
4317,0,2020-03-20
10239,18,2020-03-20
5635,30,2020-03-20
6760,1,2020-03-20
12140,0,2020-03-20
1576,7,2020-03-20
13483,169,2020-03-20
3127,4,2020-03-20
14956,36,2020-03-21
7573,625,2020-03-21
7011,149,2020-03-21
6759,0,2020-03-21
11524,1,2020-03-21
3126,6,2020-03-21
10238,30,2020-03-21
13839,6,2020-03-21
5218,78,2020-03-21
5634,2,2020-03-21
13482,235,2020-03-21
12139,0,2020-03-21
14627,5,2020-03-21
15139,110,2020-03-21
4316,4,2020-03-21
2099,5,2020-03-21
1575,16,2020-03-21
9458,2,2020-03-21
13969,10,2020-03-21
2664,2,2020-03-21
2663,6,2020-03-22
2098,7,2020-03-22
5217,112,2020-03-22
12138,0,2020-03-22
6758,0,2020-03-22
4315,0,2020-03-22
14626,12,2020-03-22
7010,123,2020-03-22
10237,30,2020-03-22
11523,2,2020-03-22
3125,6,2020-03-22
9457,0,2020-03-22
1574,30,2020-03-22
5633,22,2020-03-22
13838,4,2020-03-22
13968,13,2020-03-22
15138,80,2020-03-22
14955,56,2020-03-22
7572,795,2020-03-22
13481,324,2020-03-22
13837,1,2020-03-23
11522,0,2020-03-23
3124,9,2020-03-23
7571,649,2020-03-23
10236,43,2020-03-23
5632,27,2020-03-23
14625,9,2020-03-23
4314,7,2020-03-23
6757,3,2020-03-23
13967,4,2020-03-23
9456,0,2020-03-23
12137,0,2020-03-23
14954,35,2020-03-23
2662,2,2020-03-23
5216,112,2020-03-23
15137,131,2020-03-23
2097,7,2020-03-23
1573,8,2020-03-23
7009,129,2020-03-23
13480,394,2020-03-23
2096,9,2020-03-24
1572,13,2020-03-24
4313,4,2020-03-24
14953,74,2020-03-24
7008,127,2020-03-24
11521,0,2020-03-24
7570,601,2020-03-24
3123,7,2020-03-24
13479,462,2020-03-24
2661,4,2020-03-24
13836,4,2020-03-24
13966,6,2020-03-24
6756,2,2020-03-24
12136,0,2020-03-24
14624,7,2020-03-24
15136,119,2020-03-24
5215,186,2020-03-24
9455,2,2020-03-24
10235,34,2020-03-24
5631,32,2020-03-24
7569,743,2020-03-25
2660,3,2020-03-25
14952,149,2020-03-25
13965,20,2020-03-25
1571,34,2020-03-25
6755,0,2020-03-25
5630,23,2020-03-25
7007,122,2020-03-25
15135,211,2020-03-25
13835,11,2020-03-25
11520,2,2020-03-25
4312,9,2020-03-25
14623,7,2020-03-25
2095,12,2020-03-25
5214,240,2020-03-25
9454,1,2020-03-25
13478,514,2020-03-25
10234,63,2020-03-25
12135,0,2020-03-25
3122,4,2020-03-25
3121,6,2020-03-26
10233,80,2020-03-26
13477,738,2020-03-26
5213,231,2020-03-26
2094,11,2020-03-26
15134,249,2020-03-26
14951,186,2020-03-26
7006,143,2020-03-26
12134,0,2020-03-26
1570,56,2020-03-26
2659,8,2020-03-26
6754,4,2020-03-26
13964,17,2020-03-26
9453,0,2020-03-26
13834,6,2020-03-26
5629,49,2020-03-26
14622,15,2020-03-26
4311,2,2020-03-26
11519,1,2020-03-26
7568,685,2020-03-26
12133,2,2020-03-27
2093,20,2020-03-27
14621,16,2020-03-27
9452,3,2020-03-27
1569,42,2020-03-27
2658,4,2020-03-27
5212,365,2020-03-27
4310,5,2020-03-27
13963,58,2020-03-27
6753,4,2020-03-27
11518,1,2020-03-27
13476,655,2020-03-27
5628,55,2020-03-27
10232,78,2020-03-27
3120,5,2020-03-27
7567,660,2020-03-27
14950,183,2020-03-27
7005,157,2020-03-27
13833,24,2020-03-27
15133,246,2020-03-27
13475,769,2020-03-28
1568,69,2020-03-28
13962,36,2020-03-28
7566,971,2020-03-28
5627,72,2020-03-28
9451,4,2020-03-28
13832,26,2020-03-28
15132,411,2020-03-28
14949,284,2020-03-28
11517,2,2020-03-28
4309,7,2020-03-28
5211,299,2020-03-28
2657,14,2020-03-28
3119,3,2020-03-28
12132,2,2020-03-28
10231,112,2020-03-28
2092,15,2020-03-28
14620,17,2020-03-28
7004,144,2020-03-28
6752,2,2020-03-28
15131,484,2020-03-29
13961,38,2020-03-29
13831,10,2020-03-29
5626,64,2020-03-29
7565,887,2020-03-29
6751,6,2020-03-29
10230,93,2020-03-29
3118,5,2020-03-29
13474,832,2020-03-29
11516,5,2020-03-29
4308,7,2020-03-29
5210,319,2020-03-29
12131,1,2020-03-29
2091,22,2020-03-29
14619,16,2020-03-29
14948,294,2020-03-29
1567,64,2020-03-29
7003,139,2020-03-29
9450,4,2020-03-29
2656,7,2020-03-29
6750,4,2020-03-30
14618,23,2020-03-30
13830,8,2020-03-30
9449,4,2020-03-30
13960,22,2020-03-30
4307,10,2020-03-30
5209,292,2020-03-30
15130,318,2020-03-30
14947,214,2020-03-30
7002,123,2020-03-30
12130,3,2020-03-30
2655,1,2020-03-30
1566,78,2020-03-30
2090,22,2020-03-30
5625,66,2020-03-30
7564,758,2020-03-30
11515,2,2020-03-30
13473,838,2020-03-30
3117,2,2020-03-30
10229,132,2020-03-30
14617,37,2020-03-31
13959,38,2020-03-31
10228,93,2020-03-31
13472,812,2020-03-31
11514,6,2020-03-31
13829,36,2020-03-31
12129,2,2020-03-31
9448,8,2020-03-31
2089,23,2020-03-31
3116,3,2020-03-31
15129,661,2020-03-31
5208,418,2020-03-31
2654,28,2020-03-31
5624,128,2020-03-31
1565,82,2020-03-31
7563,810,2020-03-31
7001,117,2020-03-31
4306,4,2020-03-31
14946,374,2020-03-31
6749,3,2020-03-31
10227,175,2020-04-01
5207,499,2020-04-01
6748,3,2020-04-01
7000,141,2020-04-01
15128,909,2020-04-01
5623,149,2020-04-01
9447,1,2020-04-01
1564,192,2020-04-01
2088,42,2020-04-01
13958,78,2020-04-01
13828,34,2020-04-01
13471,849,2020-04-01
14945,382,2020-04-01
4305,17,2020-04-01
14616,46,2020-04-01
11513,6,2020-04-01
12128,7,2020-04-01
2653,7,2020-04-01
3115,1,2020-04-01
7562,839,2020-04-01
12127,7,2020-04-02
10226,134,2020-04-02
2652,13,2020-04-02
6999,138,2020-04-02
15127,1059,2020-04-02
13827,59,2020-04-02
6747,15,2020-04-02
4304,41,2020-04-02
1563,123,2020-04-02
7561,727,2020-04-02
5206,509,2020-04-02
14944,670,2020-04-02
2087,40,2020-04-02
13470,864,2020-04-02
14615,63,2020-04-02
9446,8,2020-04-02
3114,6,2020-04-02
5622,140,2020-04-02
13957,5,2020-04-02
11512,17,2020-04-02
14614,79,2020-04-03
1562,183,2020-04-03
4303,0,2020-04-03
6746,6,2020-04-03
5621,145,2020-04-03
13469,950,2020-04-03
7560,760,2020-04-03
2086,58,2020-04-03
9445,13,2020-04-03
14943,652,2020-04-03
13826,43,2020-04-03
3113,10,2020-04-03
15126,915,2020-04-03
13956,54,2020-04-03
6998,124,2020-04-03
5205,471,2020-04-03
12126,6,2020-04-03
11511,8,2020-04-03
2651,29,2020-04-03
10225,166,2020-04-03
5620,141,2020-04-04
2650,49,2020-04-04
12125,4,2020-04-04
3112,4,2020-04-04
15125,1104,2020-04-04
11510,6,2020-04-04
2085,60,2020-04-04
9444,10,2020-04-04
14613,69,2020-04-04
14942,714,2020-04-04
4302,25,2020-04-04
10224,148,2020-04-04
6997,0,2020-04-04
13955,52,2020-04-04
13468,932,2020-04-04
13825,51,2020-04-04
6745,12,2020-04-04
1561,132,2020-04-04
5204,2004,2020-04-04
7559,764,2020-04-04
15124,1344,2020-04-05
12124,9,2020-04-05
9443,19,2020-04-05
13954,56,2020-04-05
14941,760,2020-04-05
7558,681,2020-04-05
4301,27,2020-04-05
6744,9,2020-04-05
3111,3,2020-04-05
14612,76,2020-04-05
11509,12,2020-04-05
2084,73,2020-04-05
13467,809,2020-04-05
2649,44,2020-04-05
5619,184,2020-04-05
1560,140,2020-04-05
10223,164,2020-04-05
13824,40,2020-04-05
5203,1053,2020-04-05
6996,292,2020-04-05
12123,2,2020-04-06
14611,73,2020-04-06
2648,49,2020-04-06
13953,19,2020-04-06
14940,644,2020-04-06
10222,115,2020-04-06
6995,151,2020-04-06
13466,674,2020-04-06
9442,15,2020-04-06
5618,92,2020-04-06
5202,518,2020-04-06
1559,164,2020-04-06
15123,1146,2020-04-06
2083,54,2020-04-06
7557,527,2020-04-06
13823,28,2020-04-06
6743,32,2020-04-06
11508,10,2020-04-06
3110,2,2020-04-06
4300,8,2020-04-06
5617,173,2020-04-07
11507,9,2020-04-07
13952,25,2020-04-07
3109,0,2020-04-07
15122,1342,2020-04-07
6994,136,2020-04-07
9441,31,2020-04-07
13822,76,2020-04-07
13465,637,2020-04-07
6742,5,2020-04-07
14939,568,2020-04-07
14610,75,2020-04-07
4299,11,2020-04-07
1558,185,2020-04-07
5201,833,2020-04-07
2082,67,2020-04-07
12122,2,2020-04-07
10221,101,2020-04-07
2647,43,2020-04-07
7556,636,2020-04-07
15121,1906,2020-04-08
5200,1417,2020-04-08
9440,16,2020-04-08
13821,114,2020-04-08
5616,254,2020-04-08
6993,133,2020-04-08
1557,403,2020-04-08
10220,234,2020-04-08
14938,1038,2020-04-08
3108,2,2020-04-08
4298,29,2020-04-08
6741,35,2020-04-08
13951,57,2020-04-08
14609,76,2020-04-08
12121,11,2020-04-08
7555,604,2020-04-08
13464,743,2020-04-08
2081,114,2020-04-08
11506,15,2020-04-08
2646,57,2020-04-08
14608,87,2020-04-09
5199,541,2020-04-09
7554,540,2020-04-09
14937,1034,2020-04-09
15120,1922,2020-04-09
4297,22,2020-04-09
10219,147,2020-04-09
2645,55,2020-04-09
12120,5,2020-04-09
1556,205,2020-04-09
6740,17,2020-04-09
13463,757,2020-04-09
2080,133,2020-04-09
13950,64,2020-04-09
9439,33,2020-04-09
6992,121,2020-04-09
11505,14,2020-04-09
5615,246,2020-04-09
3107,2,2020-04-09
13820,96,2020-04-09
7553,612,2020-04-10
13819,106,2020-04-10
13462,683,2020-04-10
5198,1341,2020-04-10
6991,117,2020-04-10
14936,1103,2020-04-10
10218,148,2020-04-10
13949,51,2020-04-10
1555,283,2020-04-10
6739,33,2020-04-10
5614,266,2020-04-10
14607,96,2020-04-10
2644,74,2020-04-10
15119,1873,2020-04-10
11504,17,2020-04-10
9438,20,2020-04-10
3106,1,2020-04-10
12119,13,2020-04-10
4296,30,2020-04-10
2079,141,2020-04-10
13818,77,2020-04-11
2078,115,2020-04-11
13948,49,2020-04-11
10217,115,2020-04-11
11503,31,2020-04-11
14935,1152,2020-04-11
3105,3,2020-04-11
13461,605,2020-04-11
2643,60,2020-04-11
12118,18,2020-04-11
1554,496,2020-04-11
7552,570,2020-04-11
14606,98,2020-04-11
4295,25,2020-04-11
5197,987,2020-04-11
5613,171,2020-04-11
6990,122,2020-04-11
15118,2087,2020-04-11
6738,40,2020-04-11
9437,39,2020-04-11
12117,12,2020-04-12
14934,839,2020-04-12
2642,84,2020-04-12
2077,68,2020-04-12
9436,40,2020-04-12
6737,34,2020-04-12
6989,125,2020-04-12
4294,18,2020-04-12
5612,129,2020-04-12
15117,1831,2020-04-12
5196,635,2020-04-12
13947,26,2020-04-12
14605,95,2020-04-12
13817,17,2020-04-12
1553,327,2020-04-12
3104,0,2020-04-12
7551,619,2020-04-12
11502,12,2020-04-12
10216,132,2020-04-12
13460,510,2020-04-12
4293,18,2020-04-13
13946,27,2020-04-13
11501,12,2020-04-13
13816,12,2020-04-13
13459,619,2020-04-13
6736,35,2020-04-13
6988,117,2020-04-13
15116,1500,2020-04-13
12116,24,2020-04-13
7550,431,2020-04-13
10215,94,2020-04-13
14604,97,2020-04-13
14933,686,2020-04-13
2641,64,2020-04-13
2076,99,2020-04-13
3103,2,2020-04-13
9435,23,2020-04-13
1552,254,2020-04-13
5195,561,2020-04-13
5611,126,2020-04-13
14603,98,2020-04-14
3102,0,2020-04-14
4292,22,2020-04-14
6735,31,2020-04-14
5610,170,2020-04-14
9434,36,2020-04-14
2640,63,2020-04-14
2075,105,2020-04-14
10214,86,2020-04-14
14932,744,2020-04-14
5194,574,2020-04-14
12115,18,2020-04-14
11500,0,2020-04-14
13458,517,2020-04-14
6987,111,2020-04-14
13945,0,2020-04-14
1551,303,2020-04-14
13815,20,2020-04-14
7549,564,2020-04-14
15115,1541,2020-04-14
14931,1044,2020-04-15
15114,2408,2020-04-15
1550,254,2020-04-15
14602,107,2020-04-15
13457,787,2020-04-15
11499,37,2020-04-15
6734,38,2020-04-15
5609,285,2020-04-15
9433,74,2020-04-15
12114,22,2020-04-15
13814,114,2020-04-15
5193,762,2020-04-15
10213,122,2020-04-15
6986,98,2020-04-15
2074,204,2020-04-15
2639,123,2020-04-15
3101,1,2020-04-15
13944,42,2020-04-15
7548,604,2020-04-15
4291,0,2020-04-15
7547,578,2020-04-16
2073,204,2020-04-16
1549,283,2020-04-16
2638,107,2020-04-16
9432,43,2020-04-16
10212,189,2020-04-16
15113,4928,2020-04-16
5608,315,2020-04-16
5192,1438,2020-04-16
12113,28,2020-04-16
6733,37,2020-04-16
13813,170,2020-04-16
6985,94,2020-04-16
11498,24,2020-04-16
4290,33,2020-04-16
13943,73,2020-04-16
14601,115,2020-04-16
3100,0,2020-04-16
13456,617,2020-04-16
14930,842,2020-04-16
3099,1290,2020-04-17
14929,1029,2020-04-17
2637,183,2020-04-17
2072,188,2020-04-17
9431,37,2020-04-17
11497,20,2020-04-17
12112,34,2020-04-17
10211,181,2020-04-17
6732,23,2020-04-17
1548,417,2020-04-17
14600,125,2020-04-17
13812,130,2020-04-17
5191,753,2020-04-17
5607,299,2020-04-17
6984,92,2020-04-17
15112,2299,2020-04-17
13455,585,2020-04-17
13942,43,2020-04-17
7546,525,2020-04-17
4289,15,2020-04-17
11496,26,2020-04-18
13941,42,2020-04-18
6731,43,2020-04-18
13454,565,2020-04-18
6983,89,2020-04-18
3098,0,2020-04-18
4288,18,2020-04-18
13811,67,2020-04-18
14599,126,2020-04-18
14928,935,2020-04-18
1547,306,2020-04-18
12111,41,2020-04-18
5606,242,2020-04-18
5190,761,2020-04-18
15111,3770,2020-04-18
10210,144,2020-04-18
7545,575,2020-04-18
2071,217,2020-04-18
2636,116,2020-04-18
9430,60,2020-04-18
7544,480,2020-04-19
14927,1115,2020-04-19
4287,35,2020-04-19
2635,158,2020-04-19
2070,206,2020-04-19
13940,52,2020-04-19
6982,73,2020-04-19
13810,111,2020-04-19
10209,142,2020-04-19
5189,642,2020-04-19
12110,40,2020-04-19
11495,48,2020-04-19
13453,410,2020-04-19
3097,0,2020-04-19
5605,184,2020-04-19
15110,1856,2020-04-19
14598,121,2020-04-19
6730,27,2020-04-19
9429,104,2020-04-19
1546,290,2020-04-19
2069,115,2020-04-20
15109,1772,2020-04-20
10208,83,2020-04-20
13939,24,2020-04-20
5604,110,2020-04-20
9428,36,2020-04-20
13452,399,2020-04-20
12109,48,2020-04-20
5188,395,2020-04-20
14926,498,2020-04-20
11494,52,2020-04-20
2634,113,2020-04-20
6729,36,2020-04-20
14597,127,2020-04-20
7543,433,2020-04-20
4286,18,2020-04-20
3096,0,2020-04-20
6981,87,2020-04-20
1545,230,2020-04-20
13809,29,2020-04-20
1544,145,2020-04-21
5603,194,2020-04-21
7542,454,2020-04-21
10207,67,2020-04-21
15108,1857,2020-04-21
5187,547,2020-04-21
12108,44,2020-04-21
14925,559,2020-04-21
4285,33,2020-04-21
6728,47,2020-04-21
6980,91,2020-04-21
3095,0,2020-04-21
13808,40,2020-04-21
14596,123,2020-04-21
2633,110,2020-04-21
9427,26,2020-04-21
11493,45,2020-04-21
13938,7,2020-04-21
13451,430,2020-04-21
2068,113,2020-04-21
1543,170,2020-04-22
14924,1172,2020-04-22
13937,45,2020-04-22
13450,435,2020-04-22
2067,166,2020-04-22
6727,50,2020-04-22
6979,88,2020-04-22
13807,185,2020-04-22
9426,145,2020-04-22
14595,119,2020-04-22
11492,39,2020-04-22
2632,144,2020-04-22
15107,2524,2020-04-22
12107,51,2020-04-22
5602,281,2020-04-22
7541,534,2020-04-22
3094,0,2020-04-22
10206,165,2020-04-22
5186,531,2020-04-22
4284,13,2020-04-22
